INVNO;INVDP;INVW1;INVID;INLIE;INVAR;HILOT;INVSN;INVSC;INVQS;INVSU;INVL1
002687;AQB;"A1 03 C002";INV_GEN;"Inventaire test";010175;;0;0;111;UN;N
002687;AQB;"A1 05";INV_GEN;"Inventaire test";010173;;222;;0;UN;N
002687;AQB;"A1 05";INV_GEN;"Inventaire test";016JUAN;;0;0;1;gf;N
002687;AQB;"A1 05 A002";INV_GEN;"Inventaire test";010173;;0;0;;UN;N
002687;AQB;"A2 02 A001";INV_GEN;"Inventaire test";010181;;0;0;;UN;N
002687;AQB;"A2 02 A004";INV_GEN;"Inventaire test";010180;;0;0;;UN;N
002687;AQB;"A2 02 A004";INV_GEN;"Inventaire test";010179;;0;0;;UN;N
002687;AQB;"B1 01 A002";INV_GEN;"Inventaire test";010180;;0;0;;UN;N
002687;AQB;"B2 01 C002";INV_GEN;"Inventaire test";010179;;0;0;;UN;N
002687;AQB;"B2 01 C004";INV_GEN;"Inventaire test";010181;;0;0;;UN;N
002687;AQB;"E1 01 A001";INV_GEN;"Inventaire test";010175;;0;0;;UN;N
